Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Depth,Magnitude
2025,5,7,6,23,34,35.77,129.06,16,1.3
2025,5,7,19,17,0,35.77,129.07,15,0.8
2025,5,7,19,55,7,35.77,129.07,15,2.0
2025,5,7,23,8,53,35.77,129.07,16,2.5
2025,5,7,23,31,46,35.77,129.07,15,0.5
2025,5,8,0,47,47,35.77,129.07,16,0.8
2025,6,11,22,21,53,35.77,129.06,16,1.0
2025,6,17,17,22,17,35.77,129.06,15,0.8
2025,11,3,2,54,44,35.77,129.07,15,1.5
